|GLEAM J192242-272007|19 22 42.11|-27 20 08.0|       1894.823|       1740.715|       1656.767|       1522.910|        1354.863|        1220.263|        1165.920|        1131.108|         988.342|        1013.996|         972.661|         896.169|         857.024|         810.615|         905.264|         797.768|         801.205|         730.825|         716.207|         716.357|-0.875|
|GLEAM J102622-211605|10 26 22.07|-21 16 05.7|       2169.348|       1987.026|       1742.460|       1590.827|        1467.382|        1363.024|        1297.995|        1224.457|        1067.895|        1014.035|        1002.148|         944.119|         891.234|         824.932|         772.141|         750.859|         690.342|         674.505|         653.076|         600.699|-1.146|
|GLEAM J204524-280846|20 45 23.99|-28 08 46.6|       1575.458|       1686.738|       1538.096|       1421.797|        1334.212|        1275.012|        1179.660|        1096.486|        1016.509|        1014.429|         898.562|         861.903|         887.249|         898.556|         787.751|         826.380|         783.969|         776.742|         738.759|         702.016|-0.817|
|GLEAM J024538-344758|02 45 38.68|-34 47 58.8|       1839.666|       1656.590|       1620.197|       1456.333|        1374.949|        1266.361|        1216.939|        1157.067|        1052.718|        1014.810|         933.153|         926.355|         886.443|         866.570|         833.921|         808.821|         790.333|         768.232|         769.681|         705.441|-0.854|
|GLEAM J062646-383057|06 26 46.86|-38 30 57.7|       1746.278|       1669.342|       1376.799|       1452.287|        1305.461|        1228.189|        1221.536|        1105.933|        1090.208|        1014.853|         985.465|         909.402|         931.885|         850.965|         822.539|         797.556|         781.462|         731.752|         739.881|         711.356|-0.824|
|GLEAM J085833-210346|08 58 33.97|-21 03 46.8|       1809.007|       1751.840|       1508.704|       1425.097|        1379.528|        1256.940|        1197.174|        1139.546|        1111.975|        1015.408|         992.334|         929.128|         954.425|         859.526|         856.153|         826.775|         797.933|         758.314|         775.685|         762.316|-0.812|
|GLEAM J183657-335155|18 36 57.91|-33 51 56.0|       1494.501|       1753.899|       1398.250|       1368.577|        1263.555|        1331.648|        1039.749|        1171.811|        1079.021|        1015.453|         931.743|         956.981|         891.519|         881.598|         875.641|         836.367|         772.080|         809.781|         780.952|         795.141|-0.718|
|GLEAM J064013-312355|06 40 13.33|-31 23 55.0|       2053.253|       1844.804|       1641.876|       1609.269|        1421.034|        1327.015|        1263.405|        1207.136|        1086.731|        1015.531|         984.599|         888.604|         852.345|         839.248|         817.245|         779.245|         731.129|         726.570|         696.949|         685.611|-1.015|
|GLEAM J140714-301452|14 07 14.96|-30 14 52.7|       1735.694|       1779.408|       1704.776|       1658.452|        1524.983|        1302.950|        1269.313|        1048.448|        1141.186|        1015.536|         996.493|         840.003|         840.245|         745.021|         777.798|         764.622|         738.960|         783.296|         639.625|         552.405|-1.049|
|GLEAM J000406-250347|00 04 06.50|-25 03 47.8|       2069.885|       2040.469|       1674.632|       1711.686|        1563.732|        1397.554|        1257.537|        1203.096|        1077.076|        1015.943|        1003.733|         902.542|         896.676|         836.092|         808.488|         787.506|         737.819|         668.526|         660.216|         646.457|-1.113|
|GLEAM J210122-270514|21 01 22.69|-27 05 14.0|       1812.146|       1655.179|       1552.128|       1470.656|        1340.279|        1324.037|        1209.519|        1160.984|        1064.659|        1016.227|         940.522|         909.526|         910.982|         934.548|         882.551|         851.504|         787.168|         799.134|         768.977|         734.915|-0.807|
